id,name,price,location_lat,location_long,score_upvotes,score_views,creator_id,creator_is_premium,tags,start,end
134,consectetuer adipiscing elit proin interdum mauris non,23.46,30.000166,-104.729468,1232,4928,467a6358-9cc9-44dc-a815-04232da39906,FALSE,logistical|Focused|De-engineered|superstructure,2021-08-11T22:34:37,2021-10-26T01:22:22
135,etiam pretium iaculis justo in hac habitasse,10.96,29.492509,-102.32434,358,2148,9c91fe9e-af9b-4f03-81a0-3f9561754b55,TRUE,Open-source,2021-05-31T17:35:15Z,
136,luctus et ultrices posuere cubilia curae mauris,,29.122693,-97.18398,1243,3729,5ceaf2cb-944a-410d-b2a1-c3b412ac96e7,FALSE,24/7|User-friendly|Monitored|task-force|next generation,2021-10-26T13:40:49,2021-11-03T12:48:28
137,velit eu est congue elementum,21.75,30.18825,-96.957179,252,2268,4e18d545-39e0-46bb-a64e-f8c9b0832fd9,TRUE,local|model|Triple-buffered|array|composite,2021-01-19T05:06:31,2021-02-24T13:40:54
138,cubilia curae mauris viverra diam vitae,,31.248224,-104.327269,1190,14280,f7866b87-edaa-4c8b-bafd-989941d592ca,TRUE,,2021-03-28T10:33:32,2021-04-30T00:33:00
139,donec diam neque vestibulum,28.83,30.230911,-98.114957,1871,16839,f6558972-d4aa-4d4c-acbb-2bf3245c1b03,FALSE,array|Upgradable,2021-06-30T01:09:51,2021-06-30T10:40:13
140,nulla tellus in sagittis,7.73,29.416909,-94.523691,511,2555,d987c671-8d54-4318-b0d1-9d2b1dce101f,FALSE,global|Networked,2021-09-17T23:39:56Z,
141,vestibulum proin eu mi,57.83,29.228449,-101.759911,1310,10480,220e4650-7eab-486d-a83d-bf51bf9f91e7,TRUE,Optional|user-facing|database|asynchronous,2021-09-18T21:15:09,2021-11-09T23:09:53
142,posuere cubilia curae duis faucibus accumsan,59.59,34.564343,-104.563874,540,4860,326c501a-c4be-444c-af0d-5c88a2ed7c22,FALSE,groupware,2021-04-26T15:10:19,2021-12-20T13:19:46
143,sociis natoque penatibus et magnis dis parturient montes,64.8,34.47197,-104.665948,831,7479,607e78bf-30f2-48a4-9366-0a43a8186282,TRUE,Object-based|real-time|help-desk|bi-directional|moratorium,2021-07-17T19:21:09,2021-12-16T03:23:36
144,ultrices enim lorem ipsum dolor sit amet consectetuer,11.61,30.067128,-99.00586,1393,6965,fe7a47cb-2b5d-4e05-991b-9f25abb9be6a,FALSE,,2021-02-28T00:53:13,2021-04-19T05:32:06
145,rhoncus aliquet pulvinar sed,,33.057963,-98.587418,1458,11664,458a2ef0-bcee-4320-9cb1-181c8d3d963c,FALSE,Sharable|responsive|Right-sized,2021-03-08T02:49:56,2021-08-04T13:07:40
146,cum sociis natoque penatibus,,34.43997,-97.989587,1642,13136,295fe6e6-5669-4ae7-90f3-6fd75e947bbc,FALSE,disintermediate|Team-oriented|3rd generation|Assimilated|Balanced,2021-01-21T14:53:48,2021-08-16T03:06:02
147,curae mauris,15.57,34.23155,-96.246767,1489,10423,9a3067ca-c5d0-45b4-8981-0b931bf52125,FALSE,Reduced,2021-05-01T09:34:52,2021-09-18T08:37:41
148,lobortis est phasellus sit amet,,33.593378,-94.489368,188,1128,2ced4323-38fc-4671-87ed-10873f65a0fb,FALSE,24/7|cohesive|Secured|Enhanced|User-friendly,2021-05-25T21:12:34,2021-11-28T05:28:16
149,consequat lectus in est risus,7.39,33.516201,-104.036448,2340,11700,ec811e69-27b7-4826-af91-9ad310418760,TRUE,scalable|exuding|info-mediaries|object-oriented|Organized,2021-06-12T04:04:54,2021-12-27T22:09:34
150,in hac habitasse platea dictumst aliquam,74.37,31.127617,-104.472604,2648,29128,1bdc6681-9e43-408c-a8b3-89e1ecf894ef,TRUE,dynamic|adapter|website|Switchable,2021-07-01T08:51:38,2021-09-06T16:28:55
151,adipiscing molestie hendrerit at vulputate vitae,,33.951195,-100.681255,1994,9970,6787a75e-7018-44bb-833f-4568475bc61a,FALSE,workforce|frame|definition|clear-thinking|initiative,2021-11-09T16:34:26,2021-12-19T05:18:37
152,aliquet at feugiat non pretium quis lectus suspendisse,,32.146136,-95.140604,1276,6380,2e0cdec0-9664-41da-a9aa-11012b83fd20,FALSE,even-keeled|Visionary,2021-08-31T09:34:31,2021-11-12T05:10:12
153,elementum pellentesque quisque,88.51,34.914003,-103.523948,799,5593,8b4ff69b-3135-4534-abd4-e4a09aa0bb7f,TRUE,next generation|asynchronous,2021-01-04T16:31:38Z,
154,eget eros elementum pellentesque quisque porta volutpat erat,22.37,31.09181,-98.056857,1668,15012,531dc3a7-bc11-41f6-bdae-a9401eae2530,TRUE,Quality-focused|non-volatile|24 hour|matrix|initiative,2021-01-17T04:10:47,2021-03-28T16:39:27
155,vestibulum proin,64.56,29.387224,-104.832988,715,5720,4cfaae89-155e-420d-a8bc-123137f93553,FALSE,collaboration|4th generation,2021-11-15T21:01:24,2021-11-23T21:09:32
156,neque duis bibendum morbi non quam nec,56.96,32.030618,-101.229144,204,1224,5ed40359-2b5b-4ee8-b43e-09badba8cfa9,TRUE,Operative|Public-key|local area network|Business-focused,2021-02-27T03:57:26,2021-11-21T07:53:58
157,orci nullam molestie nibh in lectus pellentesque,9.9,34.209876,-101.756612,463,1852,ec5b5870-8872-4d8e-818d-b87e92be68c5,FALSE,Enterprise-wide|intermediate|time-frame,2021-06-17T03:19:57,2021-07-26T08:46:59
158,massa donec dapibus duis,73.28,33.00304,-100.051404,929,2787,3b2fc326-c40d-4162-bae0-0b62809e78c2,TRUE,user-facing|hardware|core|6th generation,2021-02-05T04:52:52,2021-08-29T00:12:04
159,etiam faucibus cursus urna ut,36.18,34.551078,-104.185949,2283,25113,bd6b75da-b1d5-431b-8058-f7c1d143031f,FALSE,Down-sized|Cloned|Focused|fresh-thinking|Profound,2021-10-02T13:02:49Z,
160,ligula in lacus curabitur at ipsum ac,59.8,31.921617,-96.931895,1929,5787,0df95559-7797-4cd8-b9a1-91d45b807ab0,TRUE,directional,2021-01-07T10:18:51,2021-07-30T21:03:18
161,hac habitasse platea dictumst maecenas ut massa quis,60.79,29.490255,-96.964407,1604,19248,f158df50-c000-4f2d-981b-74d4554961f6,FALSE,Configurable|foreground|analyzer,2021-04-18T01:43:28,2021-05-24T03:24:54
162,massa quis augue,2.94,29.969215,-100.951458,635,6985,23514f8f-2f59-41c6-891d-df69db6f008d,TRUE,,2021-01-18T12:06:43,2021-05-28T03:39:58
163,sem duis aliquam convallis nunc proin,99.77,34.471259,-95.45428,1738,5214,9ee92af8-2a0b-4e34-be0d-a0e6a6852d8f,TRUE,,2021-02-17T10:50:34,2021-05-06T23:29:44
164,nulla eget eros elementum pellentesque quisque,,31.454046,-96.488543,959,3836,e241d30b-ee44-45a7-b728-2da5f31ac152,TRUE,initiative|Profound|real-time|exuding|human-resource,2021-09-02T12:43:46,2021-10-29T22:33:16
165,amet lobortis sapien sapien,33.12,30.708339,-94.948575,774,3096,c46f4125-8986-4230-99fc-19be6128009b,FALSE,framework|core|needs-based|Multi-lateral,2021-06-13T07:04:37Z,
166,mauris enim leo rhoncus,,32.960583,-100.288639,2214,15498,9c28fc14-abd2-448d-bf64-caf07ddf3298,FALSE,interactive|Customizable|interactive,2021-08-04T06:33:41,2021-12-13T19:47:12
167,felis ut at dolor,63,30.802321,-104.750828,1706,18766,6a188e36-f737-4f5c-8f33-df63eb4f2b71,FALSE,Object-based|zero defect,2021-09-17T07:21:33,2021-10-15T07:35:21
168,nisl nunc rhoncus dui vel sem sed,91.21,30.135109,-98.798825,1867,7468,579e1f91-085a-4ad9-8615-fdb4ca18814f,TRUE,pricing structure|bifurcated|migration|Cross-platform|reciprocal,2021-03-26T18:52:32Z,
169,curabitur in,54.7,33.847487,-97.530989,1600,11200,7e3c4ab8-d895-4213-a799-0bd3039109e0,TRUE,Ameliorated,2021-05-31T05:43:46,2021-09-19T19:23:09
170,ultrices libero non mattis,,32.066056,-95.011476,908,10896,687aa38b-0c26-4d59-86c0-8735037ff937,TRUE,encryption|Integrated|Future-proofed|24 hour,2021-02-19T23:33:55,2021-05-27T05:59:31
171,donec ut dolor,53.57,29.388795,-99.863729,131,524,e8fcf726-fa0e-43b6-b700-258c85fe5b05,FALSE,model|Customer-focused,2021-02-13T13:29:25,2021-08-30T06:30:57
172,nulla dapibus dolor vel est,95.25,32.974556,-94.520789,1158,10422,be2d3045-4a91-443d-9769-df38b5e2b2a4,FALSE,zero defect|Optimized,2021-04-11T18:03:07,2021-04-27T22:41:32
173,nisl nunc rhoncus dui,,32.134763,-102.584603,407,2442,14430ea2-9e87-4953-ac53-a0e58da756db,FALSE,policy,2021-07-07T05:32:20,2021-07-24T01:33:48
174,eget orci vehicula condimentum curabitur in libero ut,,33.514975,-101.216655,1131,13572,62be50c3-5cc7-4083-840a-b2f5dd505e94,TRUE,Re-contextualized|extranet,2021-10-13T00:53:02,2021-12-28T00:38:56
175,pede justo lacinia eget tincidunt eget,56.35,33.943614,-103.70147,1723,10338,861f544f-0e95-405e-a934-2830ce252625,FALSE,synergy|Profound|global,2021-10-17T16:11:14,2021-12-13T08:21:36
176,mi integer ac neque,73.06,30.919275,-97.514625,503,2012,8d42def1-35d1-4864-8121-9b096cfe81b5,FALSE,groupware|Profit-focused|User-centric,2021-01-08T16:11:33,2021-10-18T14:34:08
177,vehicula consequat morbi a ipsum integer,14.65,34.948286,-96.54683,427,5124,46b1cf71-1567-4da5-8f30-e7eb7a7c8b8d,TRUE,,2021-01-30T16:53:58,2021-12-02T17:35:20
178,arcu libero rutrum,,32.234848,-103.407992,2696,32352,4a9c1fb7-bedd-4a97-8ea9-35a05fc08606,FALSE,challenge,2021-03-22T08:00:43,2021-04-17T20:25:03
179,purus sit amet nulla quisque,,29.629775,-101.146144,1603,14427,a9a84354-aeb0-43c9-90b5-c5e2ceef4738,FALSE,Reverse-engineered,2021-09-16T09:32:52,2021-12-28T08:00:23
180,pretium quis,47.86,29.330101,-102.28343,2472,19776,fccc1c6c-3c57-4923-a854-2d2eecb385b1,FALSE,hub|local|attitude,2021-02-26T07:57:36,2021-08-11T11:07:44
181,sagittis dui vel nisl duis ac nibh,79.72,32.05137,-94.056553,1596,9576,6ab80b21-3e86-4df8-a04b-3fa0147e2491,FALSE,content-based|executive|infrastructure|multimedia,2021-06-10T19:37:19,2021-12-09T07:13:39
182,proin leo odio porttitor id consequat in,,32.573336,-99.154183,2676,24084,d902474f-8251-4088-95fa-add8447a0956,TRUE,policy|project,2021-08-16T10:04:26,2021-12-23T18:53:20
183,nulla justo aliquam quis turpis eget elit,93.73,33.598723,-96.915476,522,1566,029e50a3-c802-477a-97a0-3cb88c336b18,FALSE,eco-centric|secured line|Managed|Implemented|content-based,2021-03-25T06:41:19,2021-11-18T23:43:08
184,mi pede malesuada in imperdiet et commodo,82.24,32.361603,-99.090695,70,490,c5b950f9-659f-42be-8011-052c2029b332,FALSE,moratorium|holistic,2021-02-27T19:59:49,2021-08-24T22:13:54
185,a suscipit nulla elit ac nulla sed vel,,32.673686,-103.456604,848,3392,581335d5-04a8-445f-990d-6cddd5384bd2,FALSE,Diverse|Extended|optimal|holistic,2021-05-28T06:15:40,2021-05-29T00:40:11
186,justo eu massa donec dapibus duis at,,30.950803,-102.187922,1169,5845,8e55a952-3dac-43d5-a0fc-d55eea5c660e,TRUE,Cross-platform|Enhanced|Profit-focused|User-centric|process improvement,2021-03-01T01:04:44,2021-07-30T13:15:00
187,aliquet at feugiat,,30.804195,-102.338813,53,371,497cdb48-8c01-4bf0-8547-e61861181508,TRUE,archive|Cross-platform,2021-04-01T03:22:20,2021-11-26T04:34:54
188,adipiscing lorem vitae mattis nibh ligula nec,20.06,34.524956,-101.734303,48,432,6c5efbf2-c5b9-4eac-8d58-2067b98b78ec,TRUE,application,2021-10-18T21:30:33,2021-11-26T03:06:07
189,amet sem fusce,43.68,30.21697,-97.190089,2296,20664,6d10c6ce-6c84-4333-b1a2-fe009cbb0595,TRUE,real-time|solution|Robust|Digitized|Decentralized,2021-06-23T03:58:52,2021-11-14T10:16:24
190,sed accumsan felis ut at,84.18,32.337673,-96.621985,1591,7955,d5f3617a-16e1-4363-b927-1d0ba5e3f616,FALSE,Customer-focused|methodology,2021-08-14T13:31:23,2021-12-25T09:22:23
191,volutpat erat quisque erat,52.59,32.841159,-103.766906,776,4656,a497277e-19ce-405a-b47a-4bba76ffe623,FALSE,complexity|hub|Progressive|alliance,2021-08-15T10:10:04Z,
192,hac habitasse platea dictumst aliquam augue,60.2,30.314049,-96.318389,1536,16896,cc0839f3-2d68-4cb0-a8bb-dc6be2d3e1a4,FALSE,user-facing,2021-05-11T06:07:43,2021-11-13T10:09:07
193,sit amet justo morbi ut odio,,30.298143,-96.284919,1211,3633,f15aa1da-e077-4667-98eb-3921d5ef00a1,TRUE,workforce|Upgradable|intangible,2021-08-25T05:24:29,2021-10-14T05:42:51
194,maecenas tristique est et tempus semper est quam,,31.27853,-104.034269,1213,7278,80d8329a-8981-4592-94fb-8dc8e1216f7b,TRUE,User-friendly,2021-07-27T14:26:04,2021-10-23T22:57:59
195,volutpat in congue etiam justo etiam pretium iaculis,54.85,33.972611,-102.190466,271,2981,f46dc8c4-ea0f-4e68-9bcc-bf15c02ae810,FALSE,hub|Persevering|Multi-tiered|national,2021-10-28T00:09:57,2021-12-30T16:43:01
196,ultrices mattis odio donec,98.74,33.35837,-95.96785,2061,16488,7abe9dd7-e50a-44fd-8901-d009db76b97b,FALSE,approach|logistical|executive|scalable,2021-05-14T13:45:27,2021-08-02T09:46:42
197,orci pede,47.73,30.141976,-104.519988,1737,19107,aff6a527-0602-425a-94ec-4a024200c403,FALSE,analyzing,2021-03-13T22:52:48,2021-05-14T11:19:28
198,ipsum dolor sit,,30.523736,-104.033458,1664,6656,f64fcc54-9516-41bc-a693-0905bfe9ad3a,TRUE,task-force|Robust,2021-08-07T10:31:34,2021-09-02T00:20:25
199,sagittis dui vel,58.8,32.930621,-102.03282,1251,8757,ba75e67d-f8ea-42c3-9e8f-4c57903d5e24,FALSE,motivating|Re-contextualized|Expanded|mobile,2021-08-10T20:32:59,2021-08-27T17:12:37
200,neque libero,54.38,31.988256,-98.830882,1477,14770,c047f75c-9a6e-415b-9b2c-82196bf6ed1f,FALSE,database|solution,2021-04-10T06:46:56,2021-10-15T21:18:54
201,diam cras pellentesque volutpat,75.25,34.030363,-101.05964,2281,15967,97631650-585f-4f1e-a78f-21524b19ead2,TRUE,context-sensitive|parallelism,2021-08-13T00:39:04Z,
202,suscipit a feugiat et eros,,32.071611,-103.709776,2330,18640,79f70c8f-2cb1-4b04-b90d-b79e4934e7db,TRUE,scalable|Secured|content-based,2021-03-26T17:57:30,2021-08-30T06:23:52
203,morbi odio odio elementum,49.69,30.666276,-97.952102,2051,16408,a8458c75-6101-4e2f-96e7-346d3c50a689,FALSE,Expanded|fresh-thinking|complexity,2021-04-22T18:08:56Z,
204,massa id lobortis convallis tortor risus,52.67,34.643883,-95.801633,127,381,2637d4e7-ae4f-430d-8206-c135f3e13b85,TRUE,bi-directional|hub|Adaptive|directional,2021-03-09T16:33:21,2021-04-27T15:47:58
205,justo nec,33.27,32.577446,-99.110787,716,5012,c082bc76-7816-450f-86dd-3683469cb051,FALSE,Persistent|demand-driven,2021-03-28T16:03:07Z,
206,in porttitor pede justo eu massa donec,7.56,32.196533,-100.091447,2219,26628,ce97be0d-41d5-46f5-a06c-44581ffd1cbd,TRUE,asynchronous|budgetary management,2021-06-29T17:55:52,2021-10-08T19:42:17
207,vestibulum sagittis sapien cum sociis natoque penatibus et,34.15,30.56524,-98.834364,307,2456,4bd7b573-4d6a-4672-82f0-ff096e6bd343,FALSE,Team-oriented|zero defect|Configurable,2021-07-22T09:03:54,2021-12-15T12:24:50
208,a nibh in quis,72.5,31.255813,-99.281055,802,2406,9e519bfa-faf9-4071-a33d-11a33469606d,FALSE,Configurable|grid-enabled|Multi-tiered|model|Object-based,2021-06-15T16:15:25,2021-06-17T18:42:47
209,vel enim sit,51.16,29.829069,-99.10557,987,8883,8a045b21-3852-4caa-8105-bfe1a02babe8,TRUE,background,2021-05-08T10:40:52Z,
210,non velit nec nisi vulputate nonummy maecenas tincidunt,,33.333015,-98.937259,734,5138,390f44c6-ba6d-485e-b1b1-688505365982,TRUE,Up-sized|stable,2021-11-27T10:27:25,2021-12-28T09:51:00
211,tincidunt eu felis fusce posuere felis sed,,29.352521,-104.677799,2455,22095,af5d4a76-13a1-42da-a826-e49bf616a99a,FALSE,value-added|De-engineered,2021-08-31T21:26:21,2021-09-20T23:45:48
212,quisque porta volutpat erat quisque erat,,31.448565,-96.284775,2622,10488,a04661ed-7893-4ac5-88b3-22ac03688fa2,TRUE,Persistent|leading edge|Innovative|Streamlined,2021-02-08T11:24:10,2021-02-21T20:41:36
213,sapien non mi,,32.588879,-103.057058,2483,7449,b80d46d6-b39f-4753-921c-1db19be9f6bb,FALSE,website,2021-12-05T09:17:36,2021-12-11T05:21:05
214,leo rhoncus sed vestibulum,49.73,30.004566,-102.035462,405,4050,9d9ceb15-126b-420f-bd59-5d1e5408dd20,FALSE,task-force|hybrid|function|foreground|Future-proofed,2021-03-15T13:38:44,2021-04-06T04:24:44
215,mattis egestas metus aenean fermentum donec ut mauris,84.4,30.913973,-102.443897,1715,18865,5dd2982e-e1f5-4247-bacd-d7bb50a59e10,FALSE,bi-directional|transitional|Fully-configurable|fault-tolerant|infrastructure,2021-02-06T16:29:30,2021-08-19T22:50:22
216,nec nisi vulputate,81.36,29.220757,-94.834964,2447,22023,6739402b-b430-4097-a6de-c32f72fb276a,FALSE,support|encryption|infrastructure|instruction set,2021-01-02T02:21:45,2021-09-09T19:33:26
217,vel lectus in quam fringilla,87.05,32.056252,-102.628841,970,9700,28aa25b9-187b-4df1-ab4c-c48ecca0d2b9,TRUE,neutral,2021-04-24T01:36:03,2021-06-15T17:34:12
218,pellentesque volutpat dui maecenas,43.67,32.639498,-103.685027,656,4592,75400e9a-a7ec-4c53-aafa-5e21b53b3bce,FALSE,zero tolerance|regional|3rd generation,2021-04-24T07:16:29,2021-05-18T17:40:23
219,nam congue risus semper porta,,30.218514,-95.482859,235,2820,1c43ca3c-50c4-47f0-9673-a50c2eadbe4c,FALSE,help-desk,2021-04-23T16:38:06,2021-07-16T05:06:21
220,dis parturient montes nascetur ridiculus mus vivamus,,30.853116,-95.866698,493,2958,639dd56c-eadb-4923-915b-b446e2a1e2a8,FALSE,,2021-02-20T05:12:53,2021-04-17T05:24:42
221,cursus vestibulum proin eu mi nulla,29.97,29.088504,-95.303548,486,1944,bdf2dad4-395e-44a6-93d0-355198aea190,FALSE,user-facing|Progressive,2021-05-21T07:34:33,2021-06-07T02:15:56
222,tincidunt lacus at,34.42,31.28944,-103.267586,1400,4200,e079d338-a22b-4918-8537-4adc518512e7,TRUE,frame|Synergized|multi-tasking|Open-architected|Innovative,2021-04-30T21:07:56,2021-08-15T09:55:55
223,nulla justo aliquam,2.95,33.109674,-101.344742,544,2176,4f3d706f-8b08-498b-9bd2-d60771595212,TRUE,attitude-oriented|alliance|maximized,2021-04-05T19:46:07,2021-05-15T14:37:05
224,mattis pulvinar nulla pede ullamcorper,64.9,32.450822,-98.794807,185,1850,55e3bb42-be05-4a1b-aa8a-3694db8b3e98,FALSE,methodology|customer loyalty|algorithm,2021-02-05T18:22:04,2021-10-09T07:11:12
225,rutrum ac lobortis,41.6,32.046472,-98.808023,22,198,071215c5-d79b-44df-b3c0-89c1e632df52,FALSE,foreground|Graphical User Interface|conglomeration|core,2021-06-03T07:03:43Z,
226,nisl duis bibendum felis sed,88.48,34.420485,-103.977959,838,4190,d7a002aa-6ef1-4805-8edf-985b4220c26a,FALSE,Right-sized|hybrid|Reactive|challenge|Up-sized,2021-11-18T05:58:00,2021-11-20T19:11:59
227,blandit mi in porttitor pede,,30.047548,-100.513856,1482,14820,090a9237-fe2a-44b8-b424-ace8fecdacf2,TRUE,Fundamental,2021-07-10T07:14:46,2021-09-16T13:53:10
228,duis ac nibh fusce lacus purus aliquet at,,29.740537,-99.719628,1626,16260,bd8c268f-49e4-4a32-ba8e-1d2c3a830857,TRUE,Polarised|Devolved|Up-sized|open system|hybrid,2021-12-30T04:54:08Z,
229,vivamus in felis eu sapien,,30.134752,-97.987662,400,4400,f1c2c4c6-890a-47f7-b5de-44ec3bea713c,FALSE,middleware|portal|portal|neutral,2021-02-08T00:21:21,2021-08-22T14:28:32
230,amet consectetuer adipiscing elit proin interdum,88.67,33.743457,-99.586791,1750,8750,ef487fd6-d8ff-4fa9-87e1-12fd8f23fba2,FALSE,Open-source,2021-06-27T04:23:07,2021-07-14T18:44:53
231,luctus ultricies eu,,32.684275,-101.622558,825,7425,d4794e09-e4fd-4b56-bf62-9f7087393765,FALSE,knowledge base,2021-04-08T11:14:51,2021-07-26T08:04:42
232,ut erat id mauris vulputate elementum nullam varius,11.64,32.09241,-102.124012,1844,7376,2d391c02-c30a-4731-b9ed-de01bc081139,FALSE,database|regional|customer loyalty,2021-05-26T07:15:01,2021-12-29T02:50:03
233,praesent lectus vestibulum,92.58,33.01082,-102.954073,1899,9495,f3ceef97-7ab7-4e9c-819d-fac113ff12b3,FALSE,Enterprise-wide|Function-based|client-driven,2021-05-19T08:15:43,2021-11-14T20:06:58
234,sapien urna pretium nisl ut,70.34,30.795343,-101.91723,1410,16920,ec0ffe4b-53fc-4b06-acf4-a9556912d309,TRUE,,2021-09-28T21:26:11,2021-12-12T09:29:58
235,lectus aliquam sit amet,75.12,30.430748,-101.134019,2668,26680,11641b16-2a1a-4de0-88b6-aaf388044196,FALSE,Fully-configurable|Customizable,2021-07-24T06:43:26Z,
236,a suscipit nulla,35.15,31.705991,-99.598688,1494,10458,d0377e80-954e-435b-b994-d5fd7b4a4d9b,FALSE,application|hardware|dedicated|Profit-focused,2021-06-08T04:36:00,2021-08-04T15:24:07
237,mauris laoreet,,33.272286,-99.917099,1035,11385,10731544-192a-4e97-bc64-161c2961bcfc,TRUE,archive|Innovative|secondary,2021-07-06T12:08:38,2021-12-12T03:53:24
238,et eros vestibulum ac,3.57,34.967982,-101.22625,752,6768,aee4a2c5-ab5e-4c57-955c-777fd462596a,FALSE,Future-proofed|Managed|attitude-oriented|Realigned,2021-07-23T02:01:50,2021-12-04T07:56:35
239,felis sed lacus morbi,97.44,30.091503,-94.081505,388,4656,457ad261-87e2-42b5-97b7-1e405bfeef16,FALSE,multimedia|extranet,2021-02-18T05:27:15,2021-04-25T23:12:18
240,pellentesque volutpat dui maecenas tristique est et tempus,,31.757435,-98.494396,1157,5785,2a002324-2f25-4a3c-8408-a2c67e0e4668,FALSE,disintermediate|definition|actuating,2021-04-20T16:34:35,2021-11-15T15:52:50
241,orci nullam molestie,60.12,33.85424,-100.647719,1237,4948,f90acc9d-b53a-4389-9604-3b82fd2a4b11,TRUE,contingency|foreground,2021-05-03T23:56:12,2021-10-18T06:37:48
242,justo pellentesque viverra pede ac,,32.619157,-102.504732,2290,6870,03c85a22-589a-4c12-93a5-55e5caec97ae,TRUE,Triple-buffered|Networked,2021-08-22T17:18:42,2021-09-26T19:07:24
243,potenti in eleifend quam,25.02,32.39067,-100.56569,1364,9548,edd57e9c-ebdf-492e-b55c-42d7f79d6265,TRUE,Enterprise-wide,2021-04-15T23:39:29Z,
244,sapien non mi integer ac neque duis bibendum,,32.634328,-104.146083,39,273,cb81308b-ecec-47a4-87e6-b7f6cc79ee1c,FALSE,heuristic|firmware|artificial intelligence|bi-directional|workforce,2021-02-23T10:47:03,2021-03-08T21:33:07
245,dapibus at diam nam tristique tortor eu pede,86.54,34.282867,-102.900834,873,8730,42db1b76-b66d-4388-9918-75e2b3bd850d,FALSE,function,2021-02-19T21:20:18,2021-02-26T02:12:48
246,mauris sit amet eros suspendisse,,31.614274,-103.16454,953,3812,82b2aeb6-ba41-4e65-a165-0e8a809574cd,TRUE,customer loyalty|Switchable,2021-07-07T15:15:26,2021-10-19T22:57:37
247,eget tincidunt eget tempus vel pede morbi,,33.966455,-99.290425,2571,30852,b1cfd348-5ef8-49e5-8ffa-8d79ccbe6304,FALSE,Inverse|attitude|Customizable|Face to face,2021-01-22T06:12:42,2021-04-23T17:29:41
248,velit id pretium,86.36,30.329992,-98.37368,1882,20702,ecd0debd-ea1d-41d2-bc8e-a1f4e09eecc7,TRUE,Triple-buffered|Synergized|empowering,2021-03-18T14:58:17,2021-04-18T10:45:14
249,mattis odio donec vitae nisi nam ultrices,99.34,29.145859,-98.661519,1829,12803,b95dcbef-3a78-4164-83bd-7b8030ae0a86,TRUE,asymmetric|Reverse-engineered|reciprocal|Customizable,2021-06-30T12:50:58Z,
